location_id,neighbourhood_group,neighbourhood,latitude,longitude
0,Brooklyn,Kensington,40.64749,-73.97237
10274,Brooklyn,Bensonhurst,40.60951,-73.97622
13471,Brooklyn,Gravesend,40.60755,-73.9741
13575,Brooklyn,Gravesend,40.6081,-73.97541
13847,Brooklyn,Bensonhurst,40.60951,-73.97642
21389,Brooklyn,Bensonhurst,40.60877,-73.97382
22551,Manhattan,Midtown,40.75358,-73.9919
2,Manhattan,Harlem,40.80902,-73.9419
6,Brooklyn,Bedford-Stuyvesant,40.68688,-73.95596
7,Manhattan,Hell's Kitchen,40.76489,-73.98493
8,Manhattan,Upper West Side,40.80178,-73.96723
39,Manhattan,Lower East Side,40.71401,-73.98917
5709,Manhattan,Lower East Side,40.71329,-73.99047
11,Manhattan,Hell's Kitchen,40.76076,-73.98867
12,Brooklyn,South Slope,40.66829,-73.98779
35,Brooklyn,South Slope,40.66869,-73.9878
13,Manhattan,Upper West Side,40.79826,-73.96113
17,Manhattan,Chelsea,40.74192,-73.99501
1223,Brooklyn,Sunset Park,40.66119,-73.98822
21,Brooklyn,Park Slope,40.68069,-73.97706
22,Brooklyn,Park Slope,40.67989,-73.97798
23,Brooklyn,Park Slope,40.68001,-73.97865
474,Brooklyn,Park Slope,40.6788,-73.97643
585,Brooklyn,Park Slope,40.68012,-73.97847
1763,Brooklyn,Park Slope,40.68015,-73.978
25,Brooklyn,Windsor Terrace,40.65599,-73.97519
26,Manhattan,Inwood,40.86754,-73.92639
28,Manhattan,Inwood,40.86482,-73.92106
38211,Manhattan,Inwood,40.86328,-73.92184
30,Manhattan,Harlem,40.82245,-73.95104
33,Manhattan,Harlem,40.8213,-73.95318
99,Manhattan,Harlem,40.82279,-73.95139
31,Manhattan,Harlem,40.81305,-73.95466
32,Brooklyn,Greenpoint,40.72219,-73.93762
58,Brooklyn,Greenpoint,40.72401,-73.93788
463,Brooklyn,Greenpoint,40.72185,-73.93956
34,Brooklyn,Bedford-Stuyvesant,40.6831,-73.95473
127,Brooklyn,Bedford-Stuyvesant,40.68332,-73.9547
36,Brooklyn,Bedford-Stuyvesant,40.68876,-73.94312
38,Brooklyn,Flatbush,40.63702,-73.96327
40,Manhattan,East Village,40.7229,-73.98199
271,Manhattan,East Village,40.72321,-73.98157
42,Brooklyn,Fort Greene,40.69673,-73.97584
43,Manhattan,Upper West Side,40.79009,-73.97927
46,Queens,Long Island City,40.74771,-73.9474
49,Brooklyn,Fort Greene,40.69142,-73.97376
50,Brooklyn,Bedford-Stuyvesant,40.68043,-73.93934
450,Brooklyn,Bedford-Stuyvesant,40.67963,-73.93908
451,Brooklyn,Bedford-Stuyvesant,40.6798,-73.93908
56,Manhattan,Lower East Side,40.72004,-73.99104
57,Manhattan,Hell's Kitchen,40.75531,-73.99293
109,Manhattan,Hell's Kitchen,40.75527,-73.99291
60,Brooklyn,Williamsburg,40.71185,-73.96204
63,Brooklyn,Clinton Hill,40.69,-73.96788
6982,Brooklyn,Clinton Hill,40.69105,-73.96789
64,Manhattan,Hell's Kitchen,40.75979,-73.99119
66,Manhattan,East Village,40.72649,-73.97904
3887,Manhattan,East Village,40.72598,-73.97778
68,Manhattan,East Village,40.72298,-73.98474
17489,Manhattan,East Village,40.72309,-73.98428
71,Manhattan,Hell's Kitchen,40.76342,-73.98865
72,Manhattan,Washington Heights,40.83139,-73.94095
3539,Manhattan,Washington Heights,40.83191,-73.9411
73,Brooklyn,Clinton Hill,40.68346,-73.96374
75,Manhattan,Upper East Side,40.76865,-73.95058
76,Queens,Woodside,40.75038,-73.90334
77,Brooklyn,Fort Greene,40.6932,-73.97267
78,Manhattan,Chelsea,40.74138,-74.00197
79,Brooklyn,Williamsburg,40.71154,-73.96112
88,Brooklyn,Williamsburg,40.71156,-73.96218
147,Brooklyn,Williamsburg,40.71165,-73.96087
4058,Brooklyn,Williamsburg,40.71112,-73.96268
83,Manhattan,Lower East Side,40.7114,-73.98794
86,Manhattan,East Village,40.72334,-73.9844
87,Manhattan,East Village,40.72912,-73.98057
89,Brooklyn,Bushwick,40.70032,-73.9383
91,Brooklyn,Clinton Hill,40.68634,-73.966
110,Brooklyn,Clinton Hill,40.68698,-73.96572
890,Brooklyn,Clinton Hill,40.68625,-73.96446
2045,Brooklyn,Clinton Hill,40.68618,-73.96603
96,Manhattan,Harlem,40.82803,-73.94731
97,Manhattan,Chelsea,40.74008,-74.00271
619,Manhattan,West Village,40.74,-74.00381
101,Manhattan,Washington Heights,40.83927,-73.94281
2861,Manhattan,West Village,40.73089,-74.00302
103,Brooklyn,Williamsburg,40.71332,-73.94177
107,Manhattan,Harlem,40.8092,-73.94421
172,Manhattan,East Village,40.72518,-73.98034
118,Brooklyn,South Slope,40.66831,-73.98604
123,Brooklyn,Prospect-Lefferts Gardens,40.65593,-73.96053
124,Brooklyn,Williamsburg,40.71923,-73.96468
126,Manhattan,Washington Heights,40.85879,-73.93128
129,Brooklyn,Clinton Hill,40.68414,-73.96351
131,Brooklyn,Greenpoint,40.73494,-73.9503
133,Manhattan,Hell's Kitchen,40.76754,-73.98399
24788,Manhattan,Hell's Kitchen,40.76764,-73.98468
26074,Manhattan,Hell's Kitchen,40.76888,-73.98639
135,Brooklyn,Flatlands,40.63188,-73.93248
136,Brooklyn,Clinton Hill,40.6873,-73.9634
166,Brooklyn,Clinton Hill,40.68843,-73.96408
1062,Brooklyn,Clinton Hill,40.68699,-73.9635
138,Brooklyn,Clinton Hill,40.6863,-73.96765
352,Brooklyn,Clinton Hill,40.68413,-73.96542
142,Queens,Flushing,40.74028,-73.83168
148,Brooklyn,Fort Greene,40.69101,-73.97312
1760,Brooklyn,Fort Greene,40.68537,-73.97713
1797,Brooklyn,Fort Greene,40.68871,-73.97181
22759,Brooklyn,Fort Greene,40.69063,-73.97195
149,Manhattan,West Village,40.73474,-74.00101
150,Brooklyn,Prospect Heights,40.67386,-73.96641
151,Brooklyn,Williamsburg,40.71536,-73.96057
153,Manhattan,East Harlem,40.79295,-73.93997
159,Brooklyn,Williamsburg,40.71088,-73.95055
212,Brooklyn,Williamsburg,40.70979,-73.95162
160,Queens,Sunnyside,40.74559,-73.92313
162,Brooklyn,DUMBO,40.70207,-73.98571
168,Staten Island,St. George,40.64524,-74.08088
169,Brooklyn,Bushwick,40.70641,-73.91765
170,Bronx,Highbridge,40.83232,-73.93184
206,Bronx,Highbridge,40.83075,-73.93058
6344,Bronx,Highbridge,40.83212,-73.93054
174,Brooklyn,Fort Greene,40.69098,-73.97113
375,Brooklyn,Fort Greene,40.69088,-73.97307
179,Brooklyn,Fort Greene,40.68863,-73.97691
486,Brooklyn,Fort Greene,40.68768,-73.97611
199,Queens,Ridgewood,40.70234,-73.89816
181,Manhattan,Morningside Heights,40.80549,-73.95924
466,Manhattan,Morningside Heights,40.80525,-73.95916
184,Brooklyn,Bedford-Stuyvesant,40.67992,-73.9475
185,Brooklyn,Prospect Heights,40.67868,-73.97307
204,Brooklyn,Prospect Heights,40.6787,-73.97262
1351,Brooklyn,Prospect Heights,40.68084,-73.97429
186,Manhattan,Upper East Side,40.76834,-73.95334
192,Manhattan,Upper East Side,40.77333,-73.95199
842,Manhattan,Upper East Side,40.77272,-73.95307
193,Manhattan,Lower East Side,40.72319,-73.99201
194,Manhattan,Chelsea,40.74859,-73.99671
195,Queens,Jamaica,40.67252,-73.76597
1483,Queens,Jamaica,40.67166,-73.76566
197,Brooklyn,Bedford-Stuyvesant,40.69546,-73.93503
202,Manhattan,Hell's Kitchen,40.76548,-73.98474
203,Manhattan,Harlem,40.80234,-73.95603
216,Manhattan,Harlem,40.81219,-73.94499
235,Manhattan,Harlem,40.8118,-73.94434
437,Manhattan,Harlem,40.81156,-73.94571
207,Manhattan,East Harlem,40.79958,-73.94275
209,Brooklyn,Bedford-Stuyvesant,40.6829,-73.93549
210,Manhattan,NoHo,40.72773,-73.99134
213,Brooklyn,Fort Greene,40.68656,-73.97525
224,Manhattan,Harlem,40.8251,-73.94287
1111,Manhattan,Harlem,40.82537,-73.94392
225,Brooklyn,Windsor Terrace,40.6585,-73.98397
226,Manhattan,Roosevelt Island,40.76193,-73.9501
236,Manhattan,Harlem,40.81583,-73.94707
242,Manhattan,Harlem,40.80335,-73.9575
1576,Manhattan,Harlem,40.80351,-73.95648
243,Manhattan,Chinatown,40.71445,-73.9908
662,Manhattan,Chinatown,40.7146,-73.991
247,Staten Island,Tompkinsville,40.63536,-74.08537
248,Staten Island,Tompkinsville,40.63627,-74.08543
249,Staten Island,Tompkinsville,40.63518,-74.08546
254,Staten Island,Tompkinsville,40.63481,-74.08519
30732,Staten Island,Tompkinsville,40.63485,-74.08539
40017,Staten Island,Tompkinsville,40.63584,-74.08542
253,Brooklyn,Williamsburg,40.70763,-73.95177
316,Brooklyn,Williamsburg,40.71398,-73.95763
256,Brooklyn,Kensington,40.64106,-73.97426
395,Brooklyn,Kensington,40.64302,-73.97255
257,Brooklyn,Park Slope,40.66793,-73.98327
13132,Brooklyn,Park Slope,40.66588,-73.97833
258,Bronx,Clason Point,40.81309,-73.85514
5399,Bronx,Clason Point,40.81225,-73.85349
5798,Bronx,Clason Point,40.81231,-73.85535
33273,Bronx,Clason Point,40.81309,-73.85367
33277,Bronx,Clason Point,40.81225,-73.85502
3013,Bronx,Co-op City,40.86317,-73.82494
5544,Bronx,Eastchester,40.8806,-73.83433
5557,Bronx,Eastchester,40.88009,-73.83442
10069,Bronx,Eastchester,40.88001,-73.8345
10070,Bronx,Eastchester,40.88211,-73.83625
39986,Bronx,Eastchester,40.88179,-73.83455
40494,Bronx,Eastchester,40.88009,-73.83456
262,Brooklyn,Bedford-Stuyvesant,40.68503,-73.95385
267,Brooklyn,Bedford-Stuyvesant,40.68317,-73.94701
1321,Brooklyn,Crown Heights,40.67649,-73.9435
13158,Brooklyn,Bedford-Stuyvesant,40.67955,-73.94839
263,Manhattan,Inwood,40.86648,-73.9263
898,Manhattan,Inwood,40.86658,-73.92558
264,Brooklyn,Williamsburg,40.7069,-73.95467
966,Brooklyn,Williamsburg,40.70994,-73.96573
20088,Brooklyn,Williamsburg,40.7087,-73.95427
45667,Brooklyn,Greenpoint,40.72572,-73.95664
266,Brooklyn,Crown Heights,40.6778,-73.94339
268,Brooklyn,Crown Heights,40.6761,-73.9529
269,Brooklyn,Crown Heights,40.67586,-73.95155
376,Brooklyn,Crown Heights,40.67555,-73.95057
273,Brooklyn,Bedford-Stuyvesant,40.68276,-73.95264
274,Brooklyn,Williamsburg,40.71368,-73.9626
278,Manhattan,Harlem,40.82888,-73.94307
281,Brooklyn,Crown Heights,40.6715,-73.94808
7184,Brooklyn,Crown Heights,40.67209,-73.94899
283,Manhattan,Lower East Side,40.71904,-73.99392
290,Manhattan,Morningside Heights,40.80393,-73.95838
291,Manhattan,Upper West Side,40.80082,-73.9652
3337,Manhattan,Upper West Side,40.80034,-73.96638
292,Manhattan,Harlem,40.82976,-73.94867
296,Brooklyn,Greenpoint,40.73119,-73.95578
299,Brooklyn,Bushwick,40.70514,-73.91922
300,Manhattan,Inwood,40.86713,-73.92811
301,Manhattan,East Village,40.73198,-73.98881
21864,Bronx,Pelham Gardens,40.86437,-73.83863
309,Brooklyn,Greenpoint,40.72646,-73.95341
315,Brooklyn,Greenpoint,40.72488,-73.95018
319,Brooklyn,Greenpoint,40.73749,-73.95292
325,Brooklyn,Greenpoint,40.73776,-73.95327
326,Brooklyn,Greenpoint,40.73738,-73.95482
328,Brooklyn,Greenpoint,40.73842,-73.95312
337,Brooklyn,Greenpoint,40.73813,-73.95394
363,Brooklyn,Greenpoint,40.73861,-73.95485
675,Brooklyn,Greenpoint,40.73674,-73.95247
676,Brooklyn,Greenpoint,40.73783,-73.95259
677,Brooklyn,Greenpoint,40.73714,-73.95296
678,Brooklyn,Greenpoint,40.73731,-73.9545
680,Brooklyn,Greenpoint,40.73793,-73.95316
320,Manhattan,Hell's Kitchen,40.76248,-73.9913
323,Brooklyn,Williamsburg,40.70516,-73.95455
826,Brooklyn,Williamsburg,40.70686,-73.95365
1715,Brooklyn,Williamsburg,40.70719,-73.95228
1896,Brooklyn,Williamsburg,40.70694,-73.95307
4642,Brooklyn,Williamsburg,40.70648,-73.95444
5484,Brooklyn,Williamsburg,40.70588,-73.95422
324,Manhattan,East Village,40.72329,-73.98486
329,Brooklyn,Brooklyn Heights,40.6926,-73.99832
340,Manhattan,Two Bridges,40.71271,-73.99776
549,Manhattan,Chinatown,40.713,-73.99752
17335,Manhattan,Lower East Side,40.72144,-73.98655
346,Queens,Astoria,40.75961,-73.91117
355,Manhattan,East Harlem,40.79406,-73.94102
5124,Manhattan,East Harlem,40.79416,-73.93984
357,Manhattan,Washington Heights,40.85295,-73.93361
358,Queens,Queens Village,40.72413,-73.76133
360,Brooklyn,Williamsburg,40.71125,-73.95613
365,Queens,Rockaway Beach,40.58615,-73.81245
367,Manhattan,Harlem,40.82773,-73.95231
3630,Manhattan,Harlem,40.82649,-73.95253
373,Manhattan,Harlem,40.8054,-73.95189
377,Manhattan,Hell's Kitchen,40.75835,-73.99193
381,Manhattan,Harlem,40.82399,-73.95328
387,Manhattan,Chelsea,40.74412,-74.00208
388,Manhattan,East Village,40.73067,-73.98702
535,Brooklyn,Park Slope,40.67617,-73.98136
14034,Queens,Jackson Heights,40.75055,-73.88366
394,Brooklyn,Bedford-Stuyvesant,40.68569,-73.93038
397,Manhattan,Upper West Side,40.79918,-73.96607
24905,Queens,Forest Hills,40.7118,-73.85285
404,Manhattan,Murray Hill,40.7463,-73.97926
406,Brooklyn,East Flatbush,40.651,-73.94886
2246,Brooklyn,East Flatbush,40.6536,-73.94883
593,Brooklyn,Fort Greene,40.68645,-73.97538
413,Brooklyn,Crown Heights,40.6755,-73.95878
421,Manhattan,East Village,40.72217,-73.98419
434,Brooklyn,Williamsburg,40.7102,-73.94495
1563,Brooklyn,Williamsburg,40.70985,-73.9452
2094,Brooklyn,Williamsburg,40.71149,-73.94504
436,Manhattan,East Village,40.72674,-73.9782
952,Manhattan,Harlem,40.80491,-73.94866
953,Manhattan,Harlem,40.80334,-73.94805
439,Queens,Sunnyside,40.7385,-73.91806
455,Queens,Sunnyside,40.74102,-73.91681
467,Queens,Sunnyside,40.74,-73.91901
441,Manhattan,East Village,40.72587,-73.98438
442,Manhattan,Harlem,40.82426,-73.9463
858,Manhattan,Harlem,40.82286,-73.94596
859,Manhattan,Harlem,40.82451,-73.94457
445,Brooklyn,Bedford-Stuyvesant,40.68669,-73.91989
653,Brooklyn,Bedford-Stuyvesant,40.68707,-73.91918
1752,Brooklyn,Bedford-Stuyvesant,40.68561,-73.92029
15851,Brooklyn,Bedford-Stuyvesant,40.68709,-73.91989
447,Brooklyn,Clinton Hill,40.68288,-73.96024
452,Manhattan,Chelsea,40.74346,-73.99882
456,Brooklyn,Williamsburg,40.71309,-73.94128
460,Brooklyn,Williamsburg,40.71023,-73.96665
988,Brooklyn,Williamsburg,40.7093,-73.96484
489,Manhattan,Harlem,40.80518,-73.95359
464,Manhattan,SoHo,40.72351,-73.99683
469,Brooklyn,Bushwick,40.70283,-73.92131
470,Manhattan,Washington Heights,40.84468,-73.94303
487,Manhattan,Harlem,40.80224,-73.94558
480,Manhattan,Harlem,40.82411,-73.94934
32419,Manhattan,Harlem,40.82414,-73.95139
482,Bronx,University Heights,40.85811,-73.90675
40021,Brooklyn,Williamsburg,40.70823,-73.96685
1325,Brooklyn,Gravesend,40.60399,-73.97092
488,Manhattan,Lower East Side,40.71473,-73.98842
2298,Manhattan,Lower East Side,40.71446,-73.98833
490,Manhattan,Harlem,40.80827,-73.95329
491,Brooklyn,Greenpoint,40.72901,-73.95812
495,Manhattan,East Village,40.72974,-73.98201
9880,Manhattan,East Village,40.73107,-73.98213
500,Manhattan,Lower East Side,40.72019,-73.98217
1836,Manhattan,Greenwich Village,40.73336,-73.99836
1717,Manhattan,Washington Heights,40.84448,-73.93978
508,Brooklyn,Williamsburg,40.71312,-73.96199
509,Brooklyn,Williamsburg,40.71297,-73.94336
510,Manhattan,West Village,40.73712,-74.00166
516,Manhattan,Hell's Kitchen,40.76311,-73.99388
517,Manhattan,Chelsea,40.74695,-74.00454
524,Manhattan,East Village,40.72566,-73.97748
525,Manhattan,Hell's Kitchen,40.7709,-73.99181
13130,Manhattan,Upper West Side,40.77208,-73.98907
526,Brooklyn,Williamsburg,40.71943,-73.95958
527,Queens,Sunnyside,40.74249,-73.92466
1161,Manhattan,Chelsea,40.73942,-74.00009
529,Manhattan,Upper West Side,40.7969,-73.96128
530,Manhattan,Washington Heights,40.83403,-73.94553
531,Brooklyn,Prospect-Lefferts Gardens,40.65513,-73.95641
532,Brooklyn,Prospect-Lefferts Gardens,40.65589,-73.95539
533,Brooklyn,Williamsburg,40.70275,-73.94501
538,Manhattan,Harlem,40.83127,-73.94718
2190,Manhattan,Harlem,40.82943,-73.94728
540,Manhattan,Harlem,40.82922,-73.94174
541,Brooklyn,Williamsburg,40.71137,-73.94362
542,Manhattan,Upper East Side,40.76739,-73.9557
545,Brooklyn,Bedford-Stuyvesant,40.68812,-73.94934
580,Brooklyn,Bedford-Stuyvesant,40.68634,-73.95088
548,Brooklyn,Williamsburg,40.7093,-73.9497
550,Manhattan,Theater District,40.75895,-73.9883
552,Brooklyn,Bushwick,40.68364,-73.91076
554,Bronx,Concourse Village,40.82802,-73.92039
607,Bronx,Concourse,40.83001,-73.92158
35984,Brooklyn,Bedford-Stuyvesant,40.69058,-73.93236
560,Queens,Sunnyside,40.73826,-73.92458
563,Manhattan,West Village,40.73854,-74.00821
566,Brooklyn,Bushwick,40.70051,-73.92204
567,Manhattan,Lower East Side,40.71712,-73.98898
568,Staten Island,Emerson Hill,40.60742,-74.14388
569,Brooklyn,Bedford-Stuyvesant,40.68741,-73.95741
592,Brooklyn,Bedford-Stuyvesant,40.68749,-73.95494
10024,Brooklyn,Bedford-Stuyvesant,40.6857,-73.95595
1701,Manhattan,Upper West Side,40.79767,-73.96114
31231,Manhattan,Upper West Side,40.79591,-73.96204
573,Manhattan,Harlem,40.8078,-73.95208
578,Manhattan,Harlem,40.816,-73.95545
579,Manhattan,Harlem,40.82748,-73.95153
582,Manhattan,NoHo,40.72956,-73.99287
584,Manhattan,Tribeca,40.71193,-74.00817
2017,Manhattan,Financial District,40.71078,-74.00995
588,Manhattan,Harlem,40.80486,-73.95298
589,Manhattan,Harlem,40.80307,-73.95048
594,Brooklyn,Clinton Hill,40.68999,-73.96711
634,Brooklyn,Clinton Hill,40.68975,-73.96703
637,Brooklyn,Clinton Hill,40.6893,-73.96602
3841,Brooklyn,Clinton Hill,40.69045,-73.96762
4253,Brooklyn,Clinton Hill,40.6907,-73.96732
4325,Brooklyn,Clinton Hill,40.68975,-73.96724
7708,Brooklyn,Clinton Hill,40.68963,-73.96713
10586,Brooklyn,Clinton Hill,40.68971,-73.96695
26389,Brooklyn,Clinton Hill,40.69075,-73.9677
601,Manhattan,Chinatown,40.71611,-73.99828
603,Manhattan,Hell's Kitchen,40.76189,-73.99
604,Manhattan,East Village,40.72645,-73.98035
21649,Manhattan,East Village,40.72521,-73.97879
25316,Manhattan,East Village,40.72609,-73.97865
609,Manhattan,East Village,40.72709,-73.98274
610,Manhattan,SoHo,40.72599,-74.00168
614,Queens,Ridgewood,40.70163,-73.90867
615,Manhattan,Midtown,40.75575,-73.96842
617,Queens,Long Island City,40.74581,-73.95295
1495,Queens,Long Island City,40.7453,-73.95294
3178,Queens,Long Island City,40.74404,-73.95233
631,Brooklyn,Fort Greene,40.68501,-73.97019
633,Brooklyn,Prospect Heights,40.67722,-73.96542
641,Manhattan,Inwood,40.85888,-73.92886
642,Bronx,Kingsbridge,40.8679,-73.90023
5828,Bronx,Kingsbridge,40.86809,-73.90201
645,Brooklyn,Crown Heights,40.67607,-73.94421
652,Manhattan,Washington Heights,40.85099,-73.92822
655,Brooklyn,Crown Heights,40.67495,-73.95563
657,Manhattan,Harlem,40.81068,-73.94288
660,Brooklyn,Williamsburg,40.71628,-73.95737
661,Manhattan,Upper West Side,40.78558,-73.9726
667,Brooklyn,Brighton Beach,40.58147,-73.96726
669,Manhattan,Harlem,40.81512,-73.94692
679,Queens,Jackson Heights,40.74965,-73.89344
1050,Queens,Jackson Heights,40.75193,-73.87873
1051,Queens,Jackson Heights,40.74906,-73.89377
683,Brooklyn,Williamsburg,40.7116,-73.9529
38594,Manhattan,Lower East Side,40.72065,-73.99282
44095,Queens,Sunnyside,40.74628,-73.9243
688,Brooklyn,Cobble Hill,40.68946,-73.99385
690,Brooklyn,Cypress Hills,40.67855,-73.8896
718,Brooklyn,Cypress Hills,40.67962,-73.88928
691,Brooklyn,Williamsburg,40.71408,-73.9489
2196,Brooklyn,Williamsburg,40.71454,-73.9507
694,Queens,St. Albans,40.70554,-73.76637
696,Manhattan,Harlem,40.81872,-73.94567
698,Staten Island,Arrochar,40.59101,-74.06685
704,Manhattan,Financial District,40.70523,-74.01345
705,Manhattan,Chelsea,40.74025,-74.00161
709,Manhattan,Lower East Side,40.7193,-73.98966
712,Manhattan,East Village,40.72534,-73.98591
25843,Manhattan,East Village,40.7263,-73.98432
714,Queens,Sunnyside,40.74558,-73.92324
716,Manhattan,Morningside Heights,40.81055,-73.95549
762,Manhattan,Harlem,40.81371,-73.95585
717,Brooklyn,Crown Heights,40.6711,-73.95231
729,Manhattan,Financial District,40.70741,-74.00102
730,Queens,Rego Park,40.73349,-73.86009
731,Bronx,Wakefield,40.89557,-73.8447
732,Brooklyn,Kensington,40.64277,-73.97296
733,Manhattan,East Harlem,40.79111,-73.94466
23875,Manhattan,East Harlem,40.79179,-73.94506
737,Brooklyn,Crown Heights,40.66431,-73.93216
738,Queens,Long Island City,40.74579,-73.95012
739,Brooklyn,Bushwick,40.70278,-73.92673
19241,Brooklyn,Bushwick,40.70435,-73.92552
740,Queens,Woodside,40.74409,-73.91122
1204,Queens,Woodside,40.74377,-73.91225
741,Brooklyn,Bedford-Stuyvesant,40.68812,-73.93254
8685,Brooklyn,Bedford-Stuyvesant,40.68814,-73.93089
29590,Brooklyn,Bedford-Stuyvesant,40.6865,-73.93199
743,Brooklyn,Williamsburg,40.71073,-73.96207
744,Brooklyn,Williamsburg,40.71028,-73.96128
746,Brooklyn,Bedford-Stuyvesant,40.68884,-73.95059
747,Brooklyn,Bedford-Stuyvesant,40.6865,-73.95372
751,Brooklyn,Greenpoint,40.72723,-73.95728
753,Brooklyn,Williamsburg,40.70513,-73.95505
755,Manhattan,East Harlem,40.79793,-73.93612
756,Manhattan,Harlem,40.80285,-73.95166
763,Brooklyn,Greenpoint,40.72868,-73.95835
4290,Brooklyn,Greenpoint,40.73026,-73.95513
5975,Brooklyn,Greenpoint,40.72951,-73.95525
766,Manhattan,East Harlem,40.7928,-73.93967
767,Queens,Astoria,40.77117,-73.91905
769,Brooklyn,Crown Heights,40.66984,-73.95141
776,Manhattan,Harlem,40.80671,-73.95082
779,Brooklyn,Bedford-Stuyvesant,40.68106,-73.9292
781,Brooklyn,Park Slope,40.67264,-73.98136
782,Brooklyn,Cypress Hills,40.67889,-73.86404
2021,Manhattan,East Village,40.72361,-73.97877
787,Brooklyn,South Slope,40.66441,-73.97974
17713,Brooklyn,South Slope,40.66432,-73.97954
789,Manhattan,East Village,40.73119,-73.98819
791,Brooklyn,Bushwick,40.69657,-73.9129
793,Manhattan,Harlem,40.80748,-73.95589
806,Queens,Long Island City,40.75295,-73.93228
812,Manhattan,West Village,40.73908,-74.00378
814,Brooklyn,Bushwick,40.69755,-73.91187
828,Brooklyn,Williamsburg,40.71095,-73.95239
829,Brooklyn,Williamsburg,40.70918,-73.94881
12470,Brooklyn,Williamsburg,40.70796,-73.95035
832,Brooklyn,Williamsburg,40.71143,-73.94159
2286,Brooklyn,Williamsburg,40.70974,-73.93962
833,Queens,Elmhurst,40.737,-73.87444
1692,Queens,Flushing,40.75612,-73.82517
834,Brooklyn,Crown Heights,40.66469,-73.96091
835,Brooklyn,Bedford-Stuyvesant,40.68855,-73.95405
1065,Brooklyn,Bedford-Stuyvesant,40.68881,-73.95405
1084,Brooklyn,Bedford-Stuyvesant,40.68905,-73.9541
836,Brooklyn,Williamsburg,40.71653,-73.95554
1542,Brooklyn,Williamsburg,40.71796,-73.95439
837,Brooklyn,Fort Greene,40.69309,-73.97074
838,Brooklyn,Williamsburg,40.70638,-73.96627
840,Brooklyn,Bedford-Stuyvesant,40.68622,-73.94675
1124,Brooklyn,Bedford-Stuyvesant,40.68586,-73.94837
1180,Brooklyn,Bedford-Stuyvesant,40.68549,-73.94724
5565,Brooklyn,Bedford-Stuyvesant,40.68641,-73.94735
841,Brooklyn,Williamsburg,40.71635,-73.94609
846,Manhattan,Harlem,40.80637,-73.95433
847,Brooklyn,Flatbush,40.64387,-73.96855
853,Brooklyn,Fort Greene,40.68786,-73.97421
854,Brooklyn,Bushwick,40.70793,-73.91987
855,Manhattan,Upper West Side,40.79044,-73.97513
856,Brooklyn,Greenpoint,40.72668,-73.95762
857,Staten Island,Clifton,40.62318,-74.07848
860,Brooklyn,Bedford-Stuyvesant,40.69348,-73.95927
863,Manhattan,East Harlem,40.79107,-73.94381
864,Queens,Ridgewood,40.70215,-73.91139
865,Brooklyn,Prospect Heights,40.67339,-73.96519
867,Manhattan,East Village,40.73171,-73.98717
871,Manhattan,Harlem,40.80343,-73.9531
873,Brooklyn,Williamsburg,40.71394,-73.96267
885,Brooklyn,Williamsburg,40.71336,-73.96192
874,Brooklyn,Bay Ridge,40.6339,-74.02035
1058,Brooklyn,Sunset Park,40.6397,-74.0162
875,Brooklyn,Greenpoint,40.73028,-73.95927
882,Brooklyn,Williamsburg,40.71819,-73.95414
970,Brooklyn,Greenpoint,40.72049,-73.95221
883,Manhattan,West Village,40.73887,-74.00342
886,Manhattan,Upper East Side,40.77688,-73.96177
899,Brooklyn,Williamsburg,40.71179,-73.96449
1001,Brooklyn,Williamsburg,40.71472,-73.96225
900,Manhattan,Hell's Kitchen,40.76186,-73.99165
3548,Manhattan,Hell's Kitchen,40.76197,-73.99308
902,Manhattan,Harlem,40.82772,-73.93877
906,Manhattan,Harlem,40.803,-73.95278
908,Manhattan,Hell's Kitchen,40.75763,-73.99482
913,Manhattan,Hell's Kitchen,40.75782,-73.99349
912,Manhattan,Harlem,40.81169,-73.94355
914,Manhattan,Harlem,40.83177,-73.95
915,Manhattan,West Village,40.73104,-74.00879
916,Manhattan,Flatiron District,40.74253,-73.9916
918,Manhattan,Greenwich Village,40.72886,-74.00013
921,Brooklyn,Williamsburg,40.71682,-73.96369
926,Brooklyn,Prospect-Lefferts Gardens,40.65846,-73.95057
1256,Brooklyn,Prospect-Lefferts Gardens,40.65841,-73.95016
1538,Brooklyn,Prospect-Lefferts Gardens,40.6582,-73.95275
927,Manhattan,Upper East Side,40.78164,-73.94717
41932,Manhattan,Upper East Side,40.78365,-73.94723
43590,Manhattan,Upper East Side,40.78222,-73.9456
45443,Manhattan,Upper East Side,40.78298,-73.94671
45662,Manhattan,Upper East Side,40.78307,-73.94578
47709,Manhattan,Upper East Side,40.78189,-73.9455
930,Brooklyn,Prospect-Lefferts Gardens,40.66039,-73.95937
933,Brooklyn,Williamsburg,40.70712,-73.94013
934,Manhattan,Midtown,40.74553,-73.98943
986,Manhattan,Midtown,40.7453,-73.99056
935,Manhattan,Upper East Side,40.77584,-73.9502
936,Manhattan,Harlem,40.79967,-73.95156
14158,Manhattan,Harlem,40.80129,-73.95389
15675,Manhattan,Harlem,40.79986,-73.95387
937,Brooklyn,Williamsburg,40.70507,-73.9353
938,Brooklyn,Park Slope,40.67962,-73.97655
940,Brooklyn,Greenpoint,40.7376,-73.95678
941,Brooklyn,Williamsburg,40.71148,-73.95573
