location_id,neighbourhood_group,neighbourhood,latitude,longitude
8098,Manhattan,Harlem,40.82782,-73.95155
8099,Brooklyn,Bedford-Stuyvesant,40.69053,-73.95466
8100,Brooklyn,Flatbush,40.63598,-73.95611
21820,Brooklyn,Flatbush,40.63501,-73.95522
21821,Brooklyn,Flatbush,40.63637,-73.95698
8103,Brooklyn,Park Slope,40.67173,-73.97724
8104,Brooklyn,Prospect-Lefferts Gardens,40.66083,-73.96247
8141,Brooklyn,Prospect-Lefferts Gardens,40.66117,-73.96083
18092,Brooklyn,Prospect-Lefferts Gardens,40.66291,-73.96257
8108,Manhattan,Hell's Kitchen,40.75815,-73.99374
8109,Brooklyn,Bedford-Stuyvesant,40.69564,-73.93335
8111,Brooklyn,Bedford-Stuyvesant,40.68851,-73.9574
8114,Manhattan,Washington Heights,40.8327,-73.94028
8791,Manhattan,Washington Heights,40.8334,-73.93913
8127,Brooklyn,Crown Heights,40.6726,-73.92859
38928,Brooklyn,Crown Heights,40.67315,-73.9288
8131,Brooklyn,Brighton Beach,40.57679,-73.96016
41633,Brooklyn,Brighton Beach,40.5767,-73.96
8132,Manhattan,East Village,40.72786,-73.988
8136,Brooklyn,Williamsburg,40.70841,-73.95497
8139,Manhattan,Tribeca,40.71466,-74.00802
8140,Brooklyn,Crown Heights,40.66756,-73.95187
8145,Brooklyn,Clinton Hill,40.68409,-73.96264
8150,Manhattan,Kips Bay,40.73789,-73.97493
8151,Manhattan,Flatiron District,40.74169,-73.9933
8152,Manhattan,Upper West Side,40.80168,-73.96543
9881,Manhattan,Upper West Side,40.80188,-73.96696
16473,Manhattan,Upper West Side,40.8002,-73.96727
19012,Manhattan,Upper West Side,40.80039,-73.96724
8154,Manhattan,Harlem,40.80581,-73.95
26278,Manhattan,Harlem,40.80752,-73.94994
8155,Manhattan,East Village,40.72297,-73.98604
8156,Manhattan,East Village,40.72852,-73.9856
8161,Brooklyn,Bedford-Stuyvesant,40.69381,-73.94948
8162,Manhattan,Harlem,40.80627,-73.94896
8166,Manhattan,Morningside Heights,40.81444,-73.95863
8167,Brooklyn,Bushwick,40.70146,-73.92792
8172,Brooklyn,Bushwick,40.6952,-73.92396
8173,Brooklyn,Williamsburg,40.72026,-73.96111
8175,Manhattan,Washington Heights,40.85111,-73.93325
8177,Manhattan,Upper West Side,40.80066,-73.96941
8179,Manhattan,West Village,40.73707,-74.00524
8180,Manhattan,Harlem,40.82159,-73.95013
24724,Manhattan,Harlem,40.82329,-73.95184
8182,Brooklyn,Bushwick,40.6861,-73.91241
8204,Brooklyn,Bushwick,40.68541,-73.91211
8183,Manhattan,East Harlem,40.78775,-73.94891
8185,Manhattan,Washington Heights,40.84064,-73.93727
8190,Manhattan,Tribeca,40.71959,-74.00429
8192,Brooklyn,Gowanus,40.67883,-73.98407
10382,Brooklyn,Gowanus,40.67872,-73.98286
13611,Brooklyn,Gowanus,40.67843,-73.98393
13686,Brooklyn,Gowanus,40.67991,-73.98368
20136,Brooklyn,Gowanus,40.67831,-73.98358
37046,Brooklyn,Gowanus,40.67955,-73.98435
37048,Brooklyn,Gowanus,40.67983,-73.98408
47206,Brooklyn,Gowanus,40.68019,-73.98408
8193,Manhattan,Two Bridges,40.71213,-73.99661
14533,Manhattan,Chinatown,40.7138,-73.99758
8200,Manhattan,Kips Bay,40.74025,-73.98323
8206,Brooklyn,Bushwick,40.70104,-73.91813
8209,Manhattan,East Village,40.73249,-73.9887
8210,Brooklyn,Prospect-Lefferts Gardens,40.65628,-73.95753
8211,Brooklyn,Prospect-Lefferts Gardens,40.6608,-73.96197
8213,Manhattan,Lower East Side,40.7188,-73.99452
8215,Manhattan,Washington Heights,40.83998,-73.94295
8216,Brooklyn,Bushwick,40.70104,-73.92278
8221,Brooklyn,Bedford-Stuyvesant,40.68217,-73.9534
8222,Queens,Long Island City,40.75405,-73.93717
8223,Brooklyn,Crown Heights,40.67371,-73.92743
8224,Manhattan,Harlem,40.83001,-73.94815
16042,Manhattan,Harlem,40.83141,-73.94722
18930,Manhattan,Harlem,40.83185,-73.94806
8226,Manhattan,West Village,40.73314,-74.00835
8227,Manhattan,Two Bridges,40.71193,-73.99454
8228,Brooklyn,Williamsburg,40.70125,-73.94061
8229,Queens,Ditmars Steinway,40.77915,-73.90902
8232,Brooklyn,Williamsburg,40.70956,-73.95328
8236,Brooklyn,Boerum Hill,40.68848,-73.99009
8238,Brooklyn,Crown Heights,40.67704,-73.93955
8239,Brooklyn,Williamsburg,40.70609,-73.95332
8240,Queens,Astoria,40.77006,-73.93043
8244,Brooklyn,Bushwick,40.69914,-73.93591
10395,Brooklyn,Bushwick,40.69758,-73.93417
8245,Brooklyn,Crown Heights,40.67725,-73.95994
21014,Brooklyn,Bushwick,40.69749,-73.9336
8246,Brooklyn,Williamsburg,40.70933,-73.95577
8251,Brooklyn,Prospect-Lefferts Gardens,40.65901,-73.96045
8252,Manhattan,Washington Heights,40.84543,-73.94283
8253,Brooklyn,Williamsburg,40.70883,-73.94068
8254,Brooklyn,Bedford-Stuyvesant,40.69435,-73.93294
8256,Manhattan,Chinatown,40.71489,-73.99168
8258,Brooklyn,Williamsburg,40.7105,-73.9451
8260,Manhattan,Upper East Side,40.78396,-73.95218
8261,Brooklyn,Bedford-Stuyvesant,40.69271,-73.94353
31426,Brooklyn,Bedford-Stuyvesant,40.69403,-73.94487
8262,Manhattan,Upper West Side,40.77883,-73.97494
8263,Brooklyn,Bushwick,40.70746,-73.92054
8271,Manhattan,Hell's Kitchen,40.75674,-73.99774
8273,Manhattan,Nolita,40.72066,-73.99566
8277,Manhattan,Upper West Side,40.79275,-73.97199
8282,Brooklyn,Sheepshead Bay,40.59225,-73.95026
8283,Brooklyn,Williamsburg,40.7103,-73.96622
8291,Brooklyn,Williamsburg,40.71599,-73.95539
8293,Manhattan,East Village,40.72644,-73.97866
8294,Manhattan,Chinatown,40.71762,-73.99328
8297,Manhattan,East Harlem,40.79276,-73.93854
21274,Manhattan,East Harlem,40.79315,-73.93984
8299,Brooklyn,Clinton Hill,40.68384,-73.96042
8303,Brooklyn,Gowanus,40.66683,-73.99308
8305,Brooklyn,Williamsburg,40.70798,-73.95095
8306,Manhattan,Midtown,40.75545,-73.96896
8309,Manhattan,East Village,40.72672,-73.98514
8313,Brooklyn,Midwood,40.61839,-73.95762
8318,Manhattan,Gramercy,40.73235,-73.98392
8319,Brooklyn,Bushwick,40.69113,-73.91501
8320,Brooklyn,Gravesend,40.6075,-73.96763
9088,Queens,Sunnyside,40.74439,-73.92163
8322,Manhattan,Washington Heights,40.84441,-73.94218
8324,Brooklyn,Bedford-Stuyvesant,40.68521,-73.93707
8326,Manhattan,Washington Heights,40.84405,-73.93796
8329,Brooklyn,Flatbush,40.64876,-73.96279
8330,Brooklyn,Carroll Gardens,40.67674,-73.99805
8508,Brooklyn,Gowanus,40.67711,-73.99577
8333,Manhattan,Harlem,40.82948,-73.94876
8335,Manhattan,Harlem,40.82373,-73.95144
8337,Manhattan,Little Italy,40.71864,-73.99753
8340,Manhattan,East Harlem,40.80182,-73.94014
8349,Brooklyn,Park Slope,40.66753,-73.97747
8353,Manhattan,Hell's Kitchen,40.7644,-73.99338
8354,Manhattan,Greenwich Village,40.72986,-73.99468
8362,Manhattan,East Village,40.72174,-73.98418
8366,Queens,Elmhurst,40.74525,-73.87627
24760,Queens,Elmhurst,40.74547,-73.87746
8369,Brooklyn,Bedford-Stuyvesant,40.68579,-73.95535
23184,Brooklyn,Bedford-Stuyvesant,40.68704,-73.95565
8373,Manhattan,Harlem,40.80454,-73.95133
33382,Manhattan,Harlem,40.80367,-73.94803
8374,Brooklyn,Bushwick,40.70154,-73.92154
15132,Brooklyn,Bedford-Stuyvesant,40.68979,-73.94299
15133,Brooklyn,Bedford-Stuyvesant,40.6886,-73.94153
8381,Brooklyn,Flatbush,40.65208,-73.95341
8385,Brooklyn,Williamsburg,40.71155,-73.94883
8389,Brooklyn,Sheepshead Bay,40.60078,-73.96527
8391,Brooklyn,Park Slope,40.66923,-73.98134
8392,Queens,Long Island City,40.75235,-73.93714
8394,Queens,Corona,40.74826,-73.86755
8397,Manhattan,Morningside Heights,40.80625,-73.96176
8398,Queens,Astoria,40.77238,-73.92446
8400,Brooklyn,Bushwick,40.70252,-73.9279
8402,Brooklyn,Bedford-Stuyvesant,40.6832,-73.95455
8403,Brooklyn,Williamsburg,40.71145,-73.95302
19780,Brooklyn,Williamsburg,40.71169,-73.95827
37844,Brooklyn,Williamsburg,40.71027,-73.95293
8405,Brooklyn,Fort Greene,40.68626,-73.97138
8407,Manhattan,Upper West Side,40.79909,-73.9602
8413,Manhattan,Harlem,40.82553,-73.93875
8418,Manhattan,Harlem,40.82589,-73.95094
8648,Manhattan,Harlem,40.82608,-73.9525
30940,Manhattan,Harlem,40.82599,-73.95289
8425,Queens,Ridgewood,40.70503,-73.91433
8430,Bronx,Longwood,40.82639,-73.90363
8432,Brooklyn,Williamsburg,40.70608,-73.93223
8433,Brooklyn,Williamsburg,40.70306,-73.93629
8440,Brooklyn,Bedford-Stuyvesant,40.68584,-73.92294
8441,Brooklyn,Williamsburg,40.70313,-73.93566
8442,Manhattan,Washington Heights,40.85133,-73.93844
8451,Brooklyn,Williamsburg,40.70664,-73.95399
8449,Brooklyn,Bedford-Stuyvesant,40.68527,-73.95307
8453,Manhattan,East Village,40.72854,-73.98118
8454,Brooklyn,Bedford-Stuyvesant,40.67922,-73.95383
8455,Queens,Long Island City,40.7583,-73.9315
8459,Queens,Ozone Park,40.6904,-73.83727
8461,Manhattan,Midtown,40.76539,-73.97897
8465,Manhattan,Upper West Side,40.80133,-73.96574
8470,Manhattan,Chelsea,40.74465,-73.9955
8474,Manhattan,West Village,40.73086,-74.00507
8476,Manhattan,Harlem,40.82606,-73.95075
8477,Manhattan,Upper West Side,40.80157,-73.96635
8478,Brooklyn,Bedford-Stuyvesant,40.69224,-73.95865
8479,Brooklyn,Williamsburg,40.71684,-73.95907
8481,Manhattan,Washington Heights,40.85131,-73.94059
8484,Brooklyn,Williamsburg,40.71198,-73.96114
8486,Manhattan,Lower East Side,40.71343,-73.98826
8487,Brooklyn,Bushwick,40.70338,-73.91374
8489,Manhattan,Harlem,40.81894,-73.93871
42762,Manhattan,Harlem,40.81824,-73.93832
8492,Brooklyn,Bedford-Stuyvesant,40.68736,-73.92827
9109,Brooklyn,Bedford-Stuyvesant,40.68742,-73.92825
9210,Brooklyn,Bedford-Stuyvesant,40.68828,-73.92989
12039,Brooklyn,Prospect-Lefferts Gardens,40.66261,-73.9588
8502,Brooklyn,Park Slope,40.6777,-73.98106
8503,Manhattan,Hell's Kitchen,40.7617,-73.99244
8504,Manhattan,Kips Bay,40.73909,-73.9788
8506,Queens,Sunnyside,40.74137,-73.9234
8510,Manhattan,Washington Heights,40.83721,-73.93894
8512,Manhattan,East Harlem,40.79229,-73.93954
31080,Manhattan,East Harlem,40.79138,-73.9413
31531,Manhattan,East Harlem,40.79244,-73.94028
34331,Manhattan,East Harlem,40.79232,-73.94156
44412,Manhattan,East Harlem,40.79072,-73.93972
44811,Manhattan,East Harlem,40.79155,-73.94141
8519,Brooklyn,Williamsburg,40.71187,-73.96342
8523,Brooklyn,South Slope,40.66526,-73.98449
8524,Queens,Astoria,40.76482,-73.92514
8525,Manhattan,East Harlem,40.79601,-73.93454
8526,Manhattan,Harlem,40.80133,-73.95251
8529,Brooklyn,Williamsburg,40.71681,-73.96141
8530,Manhattan,Upper West Side,40.78602,-73.97729
8531,Brooklyn,Williamsburg,40.70784,-73.94698
8533,Manhattan,Financial District,40.7061,-74.0157
17801,Manhattan,Financial District,40.70476,-74.01557
20338,Manhattan,Lower East Side,40.71833,-73.98556
8535,Queens,Long Island City,40.75529,-73.92961
8537,Manhattan,Morningside Heights,40.81165,-73.95639
8539,Brooklyn,Williamsburg,40.71178,-73.94617
8545,Manhattan,Lower East Side,40.7192,-73.99139
8547,Manhattan,Nolita,40.72299,-73.99344
12758,Manhattan,Nolita,40.72248,-73.99481
8548,Brooklyn,Williamsburg,40.71082,-73.94276
8550,Manhattan,Chelsea,40.73783,-73.99383
8552,Manhattan,East Harlem,40.79478,-73.93416
8847,Manhattan,East Harlem,40.79487,-73.93477
9468,Manhattan,East Harlem,40.7946,-73.93572
12620,Manhattan,East Harlem,40.79443,-73.93501
12713,Manhattan,East Harlem,40.79471,-73.93482
8553,Brooklyn,Williamsburg,40.70569,-73.95329
8554,Brooklyn,Bushwick,40.69038,-73.91462
8734,Brooklyn,Bushwick,40.69047,-73.91565
8796,Brooklyn,Bushwick,40.68908,-73.91452
8801,Brooklyn,Bushwick,40.69054,-73.91403
8811,Brooklyn,Bushwick,40.6904,-73.91538
9030,Brooklyn,Bushwick,40.69054,-73.91446
11225,Brooklyn,Bushwick,40.69036,-73.91608
8559,Brooklyn,Flatlands,40.62787,-73.94276
8562,Manhattan,East Harlem,40.79052,-73.94364
8578,Manhattan,East Harlem,40.79131,-73.94344
8891,Manhattan,East Harlem,40.78968,-73.94202
8565,Brooklyn,Canarsie,40.64372,-73.90361
8568,Brooklyn,Clinton Hill,40.68402,-73.96637
8569,Manhattan,Harlem,40.83155,-73.94804
8769,Manhattan,Harlem,40.83174,-73.94686
9144,Manhattan,Harlem,40.8298,-73.94683
15887,Manhattan,Harlem,40.83018,-73.9483
8572,Brooklyn,Williamsburg,40.71018,-73.94988
8580,Queens,Kew Gardens,40.70945,-73.83132
12648,Queens,Kew Gardens,40.7092,-73.82984
14964,Queens,Kew Gardens,40.70911,-73.8296
8586,Manhattan,Harlem,40.82398,-73.94846
13146,Manhattan,Harlem,40.82362,-73.95063
8588,Manhattan,Harlem,40.80132,-73.9547
8589,Brooklyn,Williamsburg,40.71162,-73.94551
8593,Brooklyn,Clinton Hill,40.68385,-73.96748
14235,Brooklyn,Bushwick,40.69931,-73.91603
8595,Brooklyn,Gravesend,40.6046,-73.97772
8598,Manhattan,Chelsea,40.73969,-73.99447
8599,Manhattan,East Harlem,40.79435,-73.94071
10241,Brooklyn,Clinton Hill,40.68433,-73.95982
8602,Brooklyn,Williamsburg,40.70621,-73.94903
8705,Brooklyn,Williamsburg,40.70799,-73.94888
8605,Manhattan,Harlem,40.82875,-73.94574
8606,Manhattan,Hell's Kitchen,40.75885,-73.99584
8612,Queens,Long Island City,40.76177,-73.92627
8614,Manhattan,Lower East Side,40.71748,-73.98364
8617,Manhattan,Marble Hill,40.87495,-73.90982
8620,Brooklyn,Windsor Terrace,40.65766,-73.97927
8623,Manhattan,East Village,40.72354,-73.9819
8626,Manhattan,Chelsea,40.7465,-73.991
8631,Bronx,Longwood,40.8198,-73.90341
8632,Brooklyn,Sunset Park,40.65972,-73.9937
8634,Queens,Sunnyside,40.74573,-73.92261
8637,Brooklyn,Williamsburg,40.71056,-73.94906
8638,Queens,Astoria,40.75929,-73.9173
45218,Manhattan,Harlem,40.80126,-73.95037
8640,Brooklyn,Williamsburg,40.71506,-73.96182
20581,Brooklyn,Williamsburg,40.71353,-73.96144
8641,Bronx,Norwood,40.87225,-73.88748
8645,Queens,Ditmars Steinway,40.77583,-73.9131
8646,Brooklyn,Fort Greene,40.68881,-73.97391
8647,Brooklyn,Park Slope,40.66866,-73.98214
8650,Manhattan,Upper East Side,40.767,-73.95456
8653,Brooklyn,Crown Heights,40.67547,-73.95711
8658,Queens,Astoria,40.76561,-73.92056
8659,Manhattan,East Village,40.72879,-73.98575
8660,Brooklyn,Williamsburg,40.70873,-73.95219
8661,Queens,Flushing,40.74024,-73.83105
34451,Queens,Flushing,40.73662,-73.82764
8663,Brooklyn,Bensonhurst,40.61625,-73.9916
8664,Brooklyn,Bushwick,40.69093,-73.91291
8670,Manhattan,Murray Hill,40.74786,-73.97277
8672,Brooklyn,Bedford-Stuyvesant,40.68354,-73.92612
8675,Brooklyn,Cobble Hill,40.68701,-73.99054
8680,Brooklyn,Crown Heights,40.66913,-73.93199
8684,Brooklyn,Williamsburg,40.71676,-73.9439
12302,Brooklyn,Williamsburg,40.71731,-73.943
8692,Manhattan,Murray Hill,40.74798,-73.9814
19693,Manhattan,Morningside Heights,40.81676,-73.96069
8698,Brooklyn,Bedford-Stuyvesant,40.68649,-73.92783
11648,Brooklyn,Bedford-Stuyvesant,40.68523,-73.92926
16367,Brooklyn,Bedford-Stuyvesant,40.68582,-73.92926
8701,Brooklyn,Fort Greene,40.68662,-73.97602
8707,Brooklyn,Kensington,40.6345,-73.97271
8708,Brooklyn,Bedford-Stuyvesant,40.68491,-73.94919
8711,Manhattan,Morningside Heights,40.81656,-73.96122
8714,Brooklyn,Bedford-Stuyvesant,40.68675,-73.94497
8715,Queens,Astoria,40.75706,-73.91834
8716,Brooklyn,Sunset Park,40.64465,-74.01881
8717,Brooklyn,Greenpoint,40.73511,-73.95551
8723,Manhattan,Harlem,40.81791,-73.95357
8724,Brooklyn,DUMBO,40.70318,-73.9878
8726,Queens,Astoria,40.76855,-73.92583
8729,Queens,Astoria,40.7665,-73.91759
8732,Brooklyn,Williamsburg,40.70965,-73.94411
8735,Manhattan,Midtown,40.75861,-73.96939
8744,Brooklyn,Bushwick,40.6987,-73.91578
26205,Brooklyn,Bushwick,40.69835,-73.91644
8745,Manhattan,Washington Heights,40.83705,-73.9399
8749,Brooklyn,Williamsburg,40.71354,-73.93882
8750,Brooklyn,Bedford-Stuyvesant,40.68247,-73.94243
8751,Manhattan,Little Italy,40.71968,-73.9968
8753,Brooklyn,Prospect-Lefferts Gardens,40.65894,-73.95947
8754,Manhattan,Financial District,40.70793,-74.00411
8756,Queens,Woodside,40.74375,-73.90678
18554,Queens,Woodside,40.74185,-73.90684
8760,Manhattan,Hell's Kitchen,40.76037,-73.99084
8761,Manhattan,Hell's Kitchen,40.76044,-73.98903
8768,Manhattan,Hell's Kitchen,40.7614,-73.98954
8778,Manhattan,Hell's Kitchen,40.7618,-73.99093
8779,Manhattan,Hell's Kitchen,40.76207,-73.98945
8780,Manhattan,Hell's Kitchen,40.76146,-73.99109
8781,Manhattan,Hell's Kitchen,40.76015,-73.99086
8783,Manhattan,Hell's Kitchen,40.75987,-73.99056
8784,Manhattan,Hell's Kitchen,40.76036,-73.99073
8785,Manhattan,Hell's Kitchen,40.76185,-73.99126
10441,Manhattan,Hell's Kitchen,40.75989,-73.989
8764,Brooklyn,Greenpoint,40.73632,-73.95445
8766,Manhattan,Inwood,40.86623,-73.91993
8767,Brooklyn,Bedford-Stuyvesant,40.69393,-73.94438
8770,Brooklyn,Gowanus,40.67928,-73.98254
8777,Brooklyn,Red Hook,40.67659,-74.00643
8788,Brooklyn,Williamsburg,40.71481,-73.96262
8934,Brooklyn,Williamsburg,40.71488,-73.96148
8790,Manhattan,Upper West Side,40.79304,-73.97725
8792,Manhattan,East Village,40.72949,-73.98012
33855,Brooklyn,Crown Heights,40.67458,-73.96079
8798,Queens,Maspeth,40.73878,-73.89423
15296,Queens,Maspeth,40.73976,-73.8954
34489,Queens,Elmhurst,40.7335,-73.87571
34905,Queens,Elmhurst,40.73366,-73.87651
8799,Brooklyn,Bedford-Stuyvesant,40.68587,-73.92094
13160,Queens,Astoria,40.76273,-73.91642
44222,Queens,Astoria,40.76149,-73.9203
8804,Brooklyn,Fort Greene,40.6892,-73.96976
8810,Brooklyn,Bushwick,40.69859,-73.92401
8812,Manhattan,Washington Heights,40.84872,-73.93633
8816,Brooklyn,Williamsburg,40.70412,-73.93555
8823,Brooklyn,Williamsburg,40.70299,-73.93585
8818,Manhattan,Chelsea,40.74733,-73.99023
8819,Brooklyn,Williamsburg,40.71647,-73.93824
8827,Manhattan,Lower East Side,40.72082,-73.98592
8831,Manhattan,Morningside Heights,40.81103,-73.95804
8833,Brooklyn,Williamsburg,40.70954,-73.94808
8835,Manhattan,Washington Heights,40.8395,-73.9447
8836,Brooklyn,Carroll Gardens,40.67416,-73.99955
8844,Brooklyn,Greenpoint,40.73376,-73.95443
8845,Brooklyn,Bedford-Stuyvesant,40.68645,-73.92425
8848,Manhattan,Harlem,40.82094,-73.95622
19959,Brooklyn,Boerum Hill,40.68424,-73.98545
8854,Brooklyn,Bedford-Stuyvesant,40.69468,-73.94729
8855,Manhattan,Lower East Side,40.71449,-73.9874
8857,Brooklyn,Williamsburg,40.71117,-73.95292
34004,Brooklyn,East Flatbush,40.63956,-73.95033
38737,Brooklyn,East Flatbush,40.63832,-73.94908
8861,Manhattan,Harlem,40.82443,-73.93843
10009,Manhattan,Harlem,40.82453,-73.93952
8863,Queens,Astoria,40.77199,-73.93159
16603,Queens,Astoria,40.77159,-73.93089
9151,Brooklyn,Flatbush,40.65192,-73.96023
8868,Manhattan,Harlem,40.83019,-73.94991
8869,Manhattan,Hell's Kitchen,40.76308,-73.99
8873,Brooklyn,Bushwick,40.69296,-73.9242
8874,Brooklyn,Bedford-Stuyvesant,40.68666,-73.91972
8877,Brooklyn,Greenpoint,40.72253,-73.94733
8878,Brooklyn,Flatbush,40.6548,-73.95388
8880,Brooklyn,Williamsburg,40.70748,-73.95503
8882,Manhattan,Harlem,40.82878,-73.94625
8885,Brooklyn,Flatbush,40.63967,-73.96424
8888,Brooklyn,Williamsburg,40.72004,-73.95615
8896,Brooklyn,Bushwick,40.69768,-73.93359
9065,Brooklyn,Bushwick,40.6969,-73.93435
8894,Brooklyn,Williamsburg,40.71909,-73.95811
8901,Queens,Jamaica,40.68637,-73.79214
10056,Queens,Jamaica,40.68542,-73.7926
8903,Manhattan,Washington Heights,40.84666,-73.9379
8904,Queens,Ridgewood,40.70588,-73.91464
8905,Brooklyn,Windsor Terrace,40.66036,-73.98214
8944,Brooklyn,Windsor Terrace,40.66036,-73.98244
8907,Brooklyn,Bushwick,40.70035,-73.92316
8908,Queens,Rego Park,40.72597,-73.86131
8913,Manhattan,Stuyvesant Town,40.7339,-73.97743
8914,Manhattan,East Village,40.72714,-73.97894
8915,Queens,Elmhurst,40.73713,-73.8741
11880,Queens,Elmhurst,40.73682,-73.875
8918,Brooklyn,Williamsburg,40.71761,-73.9641
8919,Manhattan,Harlem,40.8122,-73.95246
9607,Brooklyn,Greenpoint,40.72435,-73.95154
32888,Brooklyn,Carroll Gardens,40.68288,-73.99799
8926,Manhattan,Harlem,40.80152,-73.9509
8927,Manhattan,Harlem,40.80286,-73.94997
8928,Manhattan,Greenwich Village,40.73256,-74.00008
8931,Brooklyn,Bushwick,40.70479,-73.92316
8932,Brooklyn,Flatbush,40.64924,-73.96714
8933,Manhattan,Little Italy,40.7185,-73.99805
8940,Queens,Astoria,40.76348,-73.91995
8943,Brooklyn,Bushwick,40.70043,-73.92167
8945,Manhattan,Kips Bay,40.73873,-73.98153
8954,Manhattan,Kips Bay,40.74206,-73.98014
8955,Brooklyn,Williamsburg,40.70658,-73.93801
8959,Brooklyn,Williamsburg,40.70703,-73.95234
8961,Manhattan,Upper West Side,40.79421,-73.97097
8963,Manhattan,Upper West Side,40.79265,-73.97108
8966,Manhattan,Chelsea,40.74682,-74.00417
8968,Brooklyn,Williamsburg,40.70781,-73.95553
8975,Brooklyn,Gowanus,40.67781,-73.9851
8977,Manhattan,Lower East Side,40.71996,-73.98729
8979,Brooklyn,Williamsburg,40.70198,-73.947
8982,Brooklyn,Williamsburg,40.70875,-73.95364
8983,Brooklyn,Bedford-Stuyvesant,40.68928,-73.93153
10174,Brooklyn,Bedford-Stuyvesant,40.6898,-73.92989
8989,Manhattan,Upper West Side,40.801,-73.96647
8990,Manhattan,Upper West Side,40.79126,-73.96738
8993,Brooklyn,Fort Greene,40.69246,-73.97171
8996,Brooklyn,Crown Heights,40.67618,-73.95133
8997,Brooklyn,Bedford-Stuyvesant,40.69467,-73.93333
9002,Queens,Astoria,40.76194,-73.91881
9008,Manhattan,Upper West Side,40.78567,-73.97665
9012,Brooklyn,Williamsburg,40.71591,-73.9417
9014,Brooklyn,Clinton Hill,40.69489,-73.96496
9016,Brooklyn,Bedford-Stuyvesant,40.6936,-73.94653
9020,Queens,Long Island City,40.75328,-73.92244
9022,Manhattan,Upper West Side,40.80016,-73.96448
9024,Brooklyn,Clinton Hill,40.68409,-73.96531
9026,Manhattan,Harlem,40.81398,-73.95213
9027,Brooklyn,Bedford-Stuyvesant,40.68682,-73.92019
9033,Queens,Forest Hills,40.724,-73.84962
9036,Manhattan,East Harlem,40.79229,-73.94962
9038,Manhattan,Harlem,40.81161,-73.94306
9039,Manhattan,Lower East Side,40.71947,-73.99327
9198,Manhattan,Lower East Side,40.71892,-73.99241
9042,Brooklyn,Flatbush,40.63504,-73.96603
9048,Manhattan,Harlem,40.80418,-73.95513
9050,Brooklyn,Bushwick,40.68802,-73.91474
9052,Brooklyn,Prospect-Lefferts Gardens,40.65887,-73.94882
9053,Manhattan,Morningside Heights,40.81514,-73.95954
9061,Brooklyn,Crown Heights,40.67259,-73.95831
9062,Manhattan,Upper East Side,40.77734,-73.95779
9064,Brooklyn,Bushwick,40.69034,-73.91666
9066,Manhattan,Harlem,40.81435,-73.94588
9069,Brooklyn,Williamsburg,40.71688,-73.94162
9071,Manhattan,East Village,40.72294,-73.9857
9074,Manhattan,Morningside Heights,40.80481,-73.96375
9075,Manhattan,Washington Heights,40.84454,-73.94188
9076,Manhattan,Upper East Side,40.7688,-73.9535
9077,Manhattan,Midtown,40.7587,-73.96705
9078,Manhattan,Morningside Heights,40.80395,-73.96531
9123,Manhattan,Morningside Heights,40.8046,-73.96545
16487,Brooklyn,Canarsie,40.6413,-73.90303
16488,Brooklyn,Canarsie,40.6418,-73.90245
9082,Brooklyn,East New York,40.6724,-73.88118
17739,Brooklyn,East New York,40.67424,-73.88136
38942,Brooklyn,East New York,40.67199,-73.88253
9087,Brooklyn,Bedford-Stuyvesant,40.6811,-73.95275
9090,Manhattan,Harlem,40.81054,-73.94447
9092,Brooklyn,Flatbush,40.65452,-73.9596
9094,Manhattan,Washington Heights,40.85008,-73.94277
9095,Manhattan,Morningside Heights,40.81142,-73.95978
9096,Queens,Long Island City,40.756,-73.9205
9098,Brooklyn,Park Slope,40.67792,-73.98035
9102,Manhattan,East Village,40.72815,-73.97598
9103,Brooklyn,Bedford-Stuyvesant,40.68237,-73.91977
11459,Brooklyn,Bedford-Stuyvesant,40.68003,-73.92094
26336,Brooklyn,Bedford-Stuyvesant,40.68191,-73.92064
9104,Brooklyn,Bushwick,40.69289,-73.92312
9106,Manhattan,East Harlem,40.79674,-73.94449
9108,Queens,East Elmhurst,40.76578,-73.86424
9110,Brooklyn,Crown Heights,40.66743,-73.94712
9117,Brooklyn,Flatbush,40.65231,-73.96189
9121,Manhattan,East Village,40.72826,-73.98422
10805,Manhattan,East Village,40.72696,-73.98406
9122,Brooklyn,Williamsburg,40.70862,-73.94651
9124,Brooklyn,Park Slope,40.67505,-73.98045
9127,Queens,Astoria,40.75966,-73.90924
9128,Manhattan,Washington Heights,40.84289,-73.93925
9129,Brooklyn,Fort Greene,40.68835,-73.9736
9131,Brooklyn,Flatbush,40.65326,-73.96011
9132,Manhattan,East Village,40.72206,-73.97982
9133,Brooklyn,Williamsburg,40.71188,-73.95088
9138,Manhattan,Midtown,40.74631,-73.98551
9142,Brooklyn,Greenpoint,40.73136,-73.95276
9143,Brooklyn,Bushwick,40.69682,-73.91458
9147,Manhattan,East Village,40.72332,-73.97985
9152,Brooklyn,Bushwick,40.69811,-73.93051
9153,Manhattan,Chinatown,40.71813,-73.99665
9155,Manhattan,Harlem,40.81863,-73.95748
9156,Brooklyn,Bushwick,40.69899,-73.92286
9157,Manhattan,East Village,40.72397,-73.97855
9160,Brooklyn,Williamsburg,40.71067,-73.95419
9163,Brooklyn,Park Slope,40.67102,-73.9808
9166,Brooklyn,Bushwick,40.70317,-73.92724
9168,Manhattan,Hell's Kitchen,40.76551,-73.98899
